% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=634693, Fri Oct  6 16:40:11 2023, <python>{}</python>
1 20 0.14686849119775783 1.000049812561359 0.5084660602173869 5.0846606021738694e-01 6.629830197371209 9.528450682999448   
2 40 0.1442016904925482 1.000049812561359 -7.6525743340077454 -7.6525743340077454e+00 5.958778516265127 9.528536175560262   
3 60 0.14186830927173658 1.000049812561359 -7.6525743340077454 -7.6525743340077454e+00 5.931566454955752 9.528450682999448   
4 80 0.1398457142395909 1.0092156805816528 -7.6525743340077454 -7.6525743340077454e+00 1.9347493725277403 9.52918616912622   
5 100 0.13811222666819742 1.0092156805816528 -9.70639486789591 -9.7063948678959093e+00 -2.726566984662348 9.67415565733598   
6 120 0.13660787483922543 1.0092156805816528 -20.363585142647242 -2.0363585142647242e+01 -2.7435296211705094 10.19365636770782   
7 140 0.1353781631946034 1.0118103158443401 -20.363585142647242 -8.7990573640805998e+00 -2.726566984662348 9.364322161274032   
8 160 0.1343991676780892 1.0118103158443401 -20.363585142647242 -1.7085788049764101e+01 -3.105669714029652 9.52918616912622   
9 180 0.13357243262406307 1.0118103158443401 -20.363585142647242 -1.7013001642162116e+01 -7.6525743340077454 5.792552967546367   
10 200 0.13281489580681108 1.0160911535013761 -20.363585142647242 -1.8893568000026324e+01 -7.6525743340077454 6.471806429156188   
11 220 0.1321640063107219 1.0160911535013761 -23.585568953407147 -2.3585568953407147e+01 -7.769613885067507 6.450599529241269   
12 240 0.13157947806407883 1.0160911535013761 -23.585568953407147 -2.0420514118108493e+01 -7.6525743340077454 0.8649509670008708   
13 260 0.13102907758679097 1.020543226507031 -24.31346720509256 -2.4313467205092561e+01 -7.6525743340077454 6.469423433355279   
14 280 0.1305373789692929 1.020543226507031 -24.31346720509256 -1.9238187774938115e+01 -7.6525743340077454 2.31518779219331   
15 300 0.13006013453074225 1.020543226507031 -24.31346720509256 -1.9214347564941747e+01 -7.6525743340077454 0.02723799257321957   
16 320 0.12969655876378883 1.0249984146060538 -24.31346720509256 -1.8956805149738994e+01 -7.6525743340077454 0.028656918282024435   
17 340 0.1294024262494838 1.0249984146060538 -24.31346720509256 -2.1364720583680509e+01 -9.756057092954194 0.02723799257321957   
18 360 0.12913312210811065 1.0249984146060538 -24.31346720509256 -1.7192788589611318e+01 -7.6525743340077454 0.02723799257321957   
19 380 0.12891913727126114 1.0302632856252172 -24.31346720509256 -1.9143927089683707e+01 -7.6525743340077454 3.561290793392679   
20 400 0.12872235484486785 1.0302632856252172 -24.31346720509256 -1.9015502542700240e+01 -7.6525743340077454 -3.7079194898500845   
21 420 0.12853497713196765 1.0302632856252172 -24.31346720509256 -1.9104309856634512e+01 -7.6525743340077454 0.02723799257321957   
22 440 0.12832914132745013 1.0357539332495187 -24.31346720509256 -1.9163469302508950e+01 -14.900031333982962 11.822167987237549   
23 460 0.1281271964322562 1.0357539332495187 -24.31346720509256 -1.9165218601211166e+01 -7.6525743340077454 9.195775281171915   
24 480 0.1280167612091176 1.0357539332495187 -24.31346720509256 -2.2991193666184060e+01 -13.581956130419819 7.533986983947625   
25 500 0.12787098001459268 1.0412374151218378 -24.31346720509256 -2.1235085072474316e+01 -10.775818751986286 0.02723799257321957   
26 520 0.12769143148825624 1.0412374151218378 -24.31346720509256 -1.9322340854100606e+01 -17.19221181976924 6.006049404014876   
27 540 0.1275070349140675 1.0412374151218378 -24.31346720509256 -1.9199824169025810e+01 -7.6525743340077454 7.467914019556421   
28 560 0.12737531573555796 1.0467936675786258 -25.598894355512307 -2.5598894355512307e+01 -14.933768847615799 6.756334608538127   
29 580 0.1272403265763244 1.0467936675786258 -25.598894355512307 -2.1418086254222885e+01 -7.126733339384664 8.563489706987228   
30 600 0.1270786818857786 1.0467936675786258 -25.598894355512307 -2.1322962732876242e+01 -14.938883941398728 -1.9102207598028258   
31 620 0.126901721862155 1.052328496271426 -25.598894355512307 -2.1395933731742797e+01 -7.6525743340077454 2.193099480094787   
32 640 0.12674002244472163 1.052328496271426 -25.598894355512307 -2.3533828034205623e+01 -7.6525743340077454 6.096500152560888   
33 660 0.1266218791221268 1.052328496271426 -25.598894355512307 -2.1751284754224475e+01 -17.27615290029572 -0.2072729430588005   
34 680 0.126569313247632 1.0578649498403272 -25.598894355512307 -2.3502182762316991e+01 -7.6525743340077454 0.17976344873722638   
35 700 0.1264618519304056 1.0578649498403272 -25.598894355512307 -2.3523330563083000e+01 -13.958382389796778 0.02723799257321957   
36 720 0.126312068830446 1.0578649498403272 -25.598894355512307 -2.4721376050776325e+01 -21.275917092125788 0.02723799257321957   
37 740 0.12621664938346258 1.0637021536639009 -25.598894355512307 -2.5225442379370143e+01 -17.26799202039542 0.02920942366183965   
38 760 0.12609990849180483 1.0637021536639009 -25.598894355512307 -2.3874696856809322e+01 -21.316637426877943 -5.1799533769910155   
39 780 0.12601802886573588 1.0637021536639009 -25.598894355512307 -2.3541380633389863e+01 -11.806474645782895 -1.849850886660704   
40 800 0.1259669226141376 1.0691785974696493 -25.598894355512307 -2.3279067321003932e+01 -17.09223569764925 -1.9689820769093842   
41 820 0.12591903180084343 1.0691785974696493 -25.706880889570872 -2.5706880889570872e+01 -7.6525743340077454 0.02723799257321957   
42 840 0.12598338938197085 1.0691785974696493 -27.48335977997283 -2.7483359779972830e+01 -19.356467885279535 -2.7769752486292454   
43 860 0.12604187549580048 1.0751442561238966 -27.48335977997283 -2.3132899427203132e+01 -17.015751628366672 2.579122499491959   
44 880 0.12603461878364855 1.0751442561238966 -27.48335977997283 -2.4589488362833102e+01 -7.6525743340077454 20.512918593734103   
45 900 0.12600678374006669 1.0751442561238966 -27.48335977997283 -2.6904602128123106e+01 -17.919574306771263 13.385511854147559   
46 920 0.1259653923506276 1.0813164817923786 -27.48335977997283 -2.7408849666736870e+01 -19.630450037076038 5.670550605248156   
47 940 0.12597127141458941 1.0813164817923786 -27.48335977997283 -2.3519123377991942e+01 -17.009472061552874 0.02723799257321957   
48 960 0.12602020792594376 1.0813164817923786 -27.48335977997283 -2.6066031524422609e+01 -18.71823299154321 0.0600988748301603   
49 980 0.12607896881397557 1.0873949936558513 -27.513243859608455 -2.7513243859608455e+01 -20.04747128243673 -14.533516258711309   
50 1000 0.12620905914249758 1.0873949936558513 -27.513243859608455 -2.6839876913737776e+01 -18.452467750338887 4.640991400077649   
51 1020 0.1263141148651309 1.0873949936558513 -27.513243859608455 -2.6067128767317588e+01 -20.409035628352903 -7.6525743340077454   
52 1040 0.12639077772928092 1.0938651839236622 -28.493676395600176 -2.8493676395600176e+01 -19.699188587732436 -7.6525743340077454   
53 1060 0.1264837230672134 1.0938651839236622 -28.493676395600176 -2.6158827614457898e+01 -17.574889217200965 1.2566007953854523   
