step, bsf, mean_fitness, std_fitness, min_fitness, max_fitness, sq_disance_diversity
0, 39.375982493812664, -2.1502597422927807, 8.40153313058771, -6.481577129276431, 39.375982493812664, 1.7369719746092772e+16
1, 39.375982493812664, 14.812978806893664, 13.356146348974947, -5.176149732573829, 39.375982493812664, 1.5851179936698238e+16
2, 39.375982493812664, 36.815684327556816, 4.486959062245852, 21.282972298593776, 39.375982493812664, 7191814120367105.0
3, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 5434707.755104648
4, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 7191243.79268332
5, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 9042641.80418235
6, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 10907015.970074328
7, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 12675614.684934458
8, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 14511319.964915989
9, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 16289067.958647422
10, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 17751368.0193796
11, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 19418690.73057438
12, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 21023481.08797726
13, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 22438098.691156894
14, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 24518482.524778925
15, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 26300133.29721208
16, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 28439518.608599342
17, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 30060725.93870171
18, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 31344559.906494886
19, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 33538864.474629052
20, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 35023824.32952544
21, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 36907204.00128296
22, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 38537029.77399769
23, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 39864267.802823976
24, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 42155032.58381884
25, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 43630520.99243576
26, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 44972013.15125745
27, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 46491239.07978855
28, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 47924112.24140424
29, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 48704151.119414695
30, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 52028018.93291383
31, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 51951664.096630454
32, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 50386409.78319797
33, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 51725493.964344405
34, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 53867926.53097705
35, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 57758045.33275974
36, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 59476705.77754968
37, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 61410310.847896025
38, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 62695501.78206925
39, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 64840955.94255076
40, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 65954449.85937753
41, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 67887626.94317485
42, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 69149494.63017234
43, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 69752871.03150524
44, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 70842191.35085039
45, 39.375982493812664, 39.37598249381266, 7.105427357601002e-15, 39.375982493812664, 39.375982493812664, 71587433.28191154
