step, bsf, mean_fitness, std_fitness, min_fitness, max_fitness, sq_disance_diversity
0, 75.27641489804762, 5.625007586173151, 21.94466653933699, -6.539585955617669, 75.27641489804762, 1.7506159512564544e+16
1, 89.65936107665804, 40.154779187862644, 30.376436767332315, -5.777652323222656, 89.65936107665804, 8083714201843384.0
2, 89.65936107665804, 60.30093101039919, 17.914774771934905, -5.749392985908253, 89.65936107665804, 3184115753609899.5
3, 89.65936107665804, 69.63952299659798, 13.05833341845247, 56.938543081071984, 89.65936107665804, 1889988805224968.8
4, 89.65936107665804, 81.01961882492715, 13.41690366104383, 57.256996812190515, 89.65936107665804, 680947648833977.9
5, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3676070.7117276564
6, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3656450.296321268
7, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3571493.924961172
8, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3622944.0207110434
9, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3632136.281392065
10, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3675754.1443697084
11, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3579225.909516769
12, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3707352.531100036
13, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3675874.91030364
14, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3652328.7187291156
15, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3783894.9790475345
16, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3699442.205494205
17, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3734657.828805418
18, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3755406.572873577
19, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3753793.9532434596
20, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3725997.513957195
21, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3774974.724942664
22, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3773725.4162424984
23, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3767611.0386311286
24, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3714754.939709237
25, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3710681.582401394
26, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3714653.874696729
27, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3632524.499976349
28, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3631430.839164674
29, 89.65936107665804, 89.659361076658, 4.263256414560601e-14, 89.65936107665804, 89.65936107665804, 3719327.970527776
