step,bsf,mean_fitness_classic,min_fitness_classic,max_fitness_classic,mean_fitness_custom,min_fitness_custom,max_fitness_custom,sq_distance_diversity
0.0,-18.46895904167021,-4.114611178090425,-10.67735709244532,21.30537212853886,-210.45042623985407,-249.7545184659224,18.46895904167021,103421.26004621488
1.0,-18.46895904167021,-2.1470345265371384,-11.241663364388948,20.804248265976632,-181.1111067141682,-248.20125409352838,18.062489953573042,96476.23143404583
2.0,-103.82490681161788,-1.5102317444392548,-21.89543992004011,30.0716849852531,-147.42226280412243,-263.93660211683067,103.82490681161788,89530.06989285853
3.0,-103.82490681161788,0.43945910452136006,-11.754867850540695,20.80440713110265,-120.33188255926001,-249.88415066233324,95.82793282240954,84633.76193121285
4.0,-108.54960370530637,2.175324477942803,-14.10716249015088,32.39937087417643,-112.11109612521415,-251.62401267428376,108.54960370530637,82461.91391870887
5.0,-160.5580948112477,5.395890784697514,-9.391689499231102,33.29765385484431,-95.07650298981498,-249.8177954582297,160.5580948112477,78348.48866739096
6.0,-160.5580948112477,9.941697620321166,-11.785314604748658,34.904983122221,-62.144815208928065,-252.59431996825,112.35568130202405,78036.77837014725
7.0,-160.5580948112477,11.491083705409112,-10.785196571517556,42.60192229558564,-54.6946875223652,-246.99970986533617,120.0863424499218,77920.6448549022
8.0,-160.5580948112477,14.193304507557322,-14.30160183884979,28.90215673286899,-37.9043269270177,-255.49315139764653,25.466279305396455,76900.37803594662
9.0,-199.7201525521603,17.176150165032947,-6.725333048118527,43.3950012167861,-8.60230867591047,-246.843215596943,199.7201525521603,75362.03766936096
10.0,-199.7201525521603,17.389994842745843,-1.2191745868599213,32.738372591384376,-6.154133422521008,-159.63648549165006,109.4333546754346,75960.57924764788
11.0,-199.7201525521603,16.611260756070013,-6.1425154100638935,30.27246848543914,-15.434601134180541,-246.6990004998345,25.952538967717505,76765.77211115217
12.0,-199.7201525521603,18.706037871083876,-1.1458282026931101,35.99254836916597,-0.463060448638571,-162.13998209118475,35.95485654695575,75938.00662221166
13.0,-199.7201525521603,18.892809656443298,-4.581583566933837,31.82632432405572,1.6793685816906363,-164.15264821041947,100.72665814647328,75595.4463719257
14.0,-199.7201525521603,19.223319928898864,-6.725333048118527,46.79985869321912,-0.03479915915512706,-246.8000333379281,197.51011835327242,77119.01832845762
15.0,-199.7201525521603,17.411374879805102,-4.552363461243152,38.05520443645013,-11.47868244865153,-245.77759089918575,194.8861097679305,77471.77530910555
16.0,-201.4379468849812,15.806588908425455,-24.177963908429636,45.902503096571735,-32.47244732781729,-249.15204969895942,201.4379468849812,76517.41515238595
17.0,-201.4379468849812,19.13458016015519,-6.1425154100638935,43.639375335096275,-7.343742770145451,-246.1808530760681,121.64507447307068,76803.27155896951
18.0,-201.4379468849812,16.782872197364785,-9.531381940217063,39.396819044140216,-24.206855951509468,-250.32379035585635,193.4112220420465,77117.89119566561
19.0,-201.4379468849812,17.86604039596462,-6.1425154100638935,42.11746489104504,-21.676058333384404,-246.18360009030792,164.7806592333402,77775.59885814253
20.0,-201.4379468849812,17.082089487811473,-9.489185546203876,39.437417236341176,-19.062330238961696,-250.60586365683923,197.2131362063704,78735.17040785766
21.0,-201.4379468849812,17.884063606943467,-21.939029529897677,39.90238026116231,-17.640286980295095,-184.1108082813716,196.84180287789803,77348.58347851674
22.0,-201.4379468849812,19.928775277954358,-6.725333048118527,40.650506834311514,-5.3231305781574,-246.42073661304576,196.83628259800057,77935.29296484019
23.0,-201.4379468849812,19.81597651379476,1.1654351933004818,37.14733799721682,-6.577501646354681,-158.19979115536594,191.0751764450286,76851.40750211872
24.0,-201.4379468849812,15.26032354023687,1.1269053938819447,47.76363664282087,-49.89848111947665,-243.45272989706837,178.96856385976582,76686.14460380675
25.0,-201.4379468849812,18.77901427085308,-6.725333048118527,41.556058645816265,-12.667292314906783,-246.76081566444975,189.70700202269234,78017.24370539952
26.0,-201.4379468849812,19.553539546867032,2.973530705824814,41.9734465565639,-12.60512720150767,-158.20040021939104,198.994159534488,75028.64531315917
27.0,-201.4379468849812,15.439665537428734,-5.599218328376715,38.77118334230622,-54.07007964652953,-246.35323948218138,109.73307787367696,75252.0248923979
28.0,-201.4379468849812,17.549309973526448,1.2889687169829074,33.538117500683796,-24.099331673125477,-158.1690750180938,186.79744279256852,76230.24994960707
29.0,-201.4379468849812,19.749364211060357,1.4249783838414416,41.21006921295351,-8.95711122132038,-166.56294904072286,184.94029974405663,74367.69255529271
30.0,-201.4379468849812,14.569328299068031,-8.545518579621731,37.67267135238403,-51.714253498220884,-249.0749018161542,186.20814553045676,74823.3876783422
31.0,-201.4379468849812,17.810392351697708,2.7560852904541733,42.02646352224524,-28.81657157317206,-158.56764838850566,118.85099342350593,73496.306015662
32.0,-201.4379468849812,16.981230628999697,2.6630853147707256,43.79875893462595,-34.78581057864823,-164.53449041106467,189.55968324995013,73895.04642161854
33.0,-201.4379468849812,18.076747665298477,1.2981520020956552,43.8185508729981,-22.026476675777666,-165.93193166877666,114.22516834845226,73590.16416510493
34.0,-201.4379468849812,19.792558812239562,1.9990341972829455,43.46299594614925,-13.168673321190658,-165.32971826232802,192.49549584497936,72358.40450487356
35.0,-201.4379468849812,18.393401911689097,-8.850217148971362,46.22008121292032,-27.808068577139196,-250.4098658224009,187.89791175852332,73599.15890632523
36.0,-201.4379468849812,17.48115931906294,1.1185867831706346,45.079859606024655,-27.750827915382082,-161.33213187788746,186.100660962646,72711.28636931173
37.0,-201.4379468849812,19.74304776453622,1.2992339883014026,37.54816729927987,-15.989768543934122,-165.16009890595151,178.00118817968837,72768.96830296976
38.0,-201.4379468849812,20.914141731620767,-3.010187088086358,43.304716436933425,-2.7669610057051517,-168.17308519503655,195.400987241358,72093.86537348156
39.0,-257.85775202818115,19.782783009614985,-1.2024310095329938,52.46280356741062,-21.102223315015873,-163.56452867379065,257.85775202818115,71082.98240241912
40.0,-257.85775202818115,21.26294169985665,3.3155279200750982,44.88025308555124,-13.243048191720616,-164.55029843292343,189.62351422677526,71923.91301010095
41.0,-257.85775202818115,20.539522211740508,-1.1585263941259214,42.53400403716283,-21.52650255631373,-165.87564538024228,192.73104101556794,71650.70653663576
42.0,-273.19718523695144,19.54210512569472,-1.272199974398454,42.44646009928556,-21.12980786320799,-164.94604983462287,273.19718523695144,70760.69954637886
43.0,-273.19718523695144,21.439312149462157,1.6713234347740524,45.35689265906251,-10.757269909828473,-166.68365082657542,191.33577231011617,69271.35342825172
44.0,-273.19718523695144,21.428216040201296,1.7810542262431213,44.32105002993284,-7.0344746877194595,-164.84377397379296,189.60251376720137,68835.90847162344
45.0,-273.19718523695144,20.953301597258,-0.955884294350632,47.58887266611441,-11.410762449906363,-168.96401435778623,193.07483212216022,69694.03915529046
46.0,-273.19718523695144,21.23591516715615,0.8248223030196087,41.61814363082125,-19.063002911229308,-167.83830603369142,187.88869883782928,68487.99045365927
47.0,-273.19718523695144,25.149378453506802,-0.01657974002959861,47.59090615730987,17.364515561578006,-167.09963814598794,196.59034742388013,68157.60192854678
48.0,-273.19718523695144,21.477121548382062,1.2989219200111322,40.55373865939205,-3.8606176392659,-167.2355516145723,192.7646142921444,68119.66259993057
49.0,-280.0495069599678,25.30007492086906,1.2989808971215737,53.47670830642225,29.356714427288786,-167.25791813956553,280.0495069599678,68456.67806801049
