step,bsf,mean_fitness_classic,min_fitness_classic,max_fitness_classic,mean_fitness_custom,min_fitness_custom,max_fitness_custom,sq_distance_diversity
0.0,-14.113021852763065,-6.737479694832354,-18.313932624660474,14.113021852763065,-8.495063835522382,-28.17657675553565,12.461424937106052,104766.63894810952
1.0,-14.113021852763065,-6.074293209412857,-18.313932624660474,12.635882490991094,-9.51411230335463,-33.84991665358331,8.606830190887376,94130.92297540305
2.0,-14.113021852763065,-3.7133214638129295,-18.605553336778023,12.838647018800788,-8.83427695152291,-34.18668942580106,8.892757250609153,90645.1141353622
3.0,-14.113021852763065,-0.8109296994867734,-18.313932624660474,12.024373857108408,-6.924997233486705,-33.84991665358331,6.963102629487112,84496.07487593277
4.0,-14.113021852763065,0.707627289586358,-13.607647177243368,13.112532433452614,-6.684084769245149,-28.752508327758825,9.27981842660094,82058.16744083188
5.0,-16.665142693690857,3.3964811579314373,-18.313932624660474,16.665142693690857,-5.33385400761539,-33.608054559951896,10.813587681635923,80768.68758658034
6.0,-16.665142693690857,7.136167082840259,-11.862299439322232,11.935524725971725,-2.4422221213313535,-24.895140491503682,1.2713380193888106,79460.1727633514
7.0,-16.665142693690857,7.675725966889554,-11.884222756194177,12.580279871294081,-1.5952115276986962,-21.680981051544887,1.1806282798628693,78767.17540615682
8.0,-23.234523221498065,8.601738492203657,-13.967680528099422,23.234523221498065,-0.6364402748112689,-28.119780271985277,20.747583291530105,78062.9433077839
9.0,-23.234523221498065,9.35823146592824,-13.883150566692965,11.935524725971725,2.302167365797505,-23.1452323505521,5.13897607548552,77572.2431590024
10.0,-23.234523221498065,9.076023924955626,-11.862299439322232,20.386368998161892,-0.9795626654208485,-24.068497106521615,19.061237073938422,76935.72920004858
11.0,-23.234523221498065,9.289799321317751,-9.504273339691313,16.51305131359031,-0.33103783649666324,-19.083422601430236,8.090905764069317,76815.61926758253
12.0,-23.234523221498065,10.446331764121128,-11.862299439322232,14.453386007336437,0.8162257121481398,-23.36726042730947,11.885932161818145,77042.74972930964
13.0,-23.234523221498065,10.401326685496024,-13.348710380715925,20.141512572004263,-0.3252259312958759,-27.32712145859353,11.89109992445626,76499.75679589517
14.0,-23.234523221498065,11.047526829824717,-11.862299439322232,21.943357306813216,-0.2903649316453566,-24.88767022925713,11.724891228635755,74753.12718820611
15.0,-23.234523221498065,10.247469131181793,-11.862299439322232,13.47058576187749,-0.2276810891869657,-24.186808968268046,10.14087464841752,74258.15249044547
16.0,-23.234523221498065,8.92305553362724,-13.513063865683957,16.601683446859578,-1.3789753644794616,-27.614568337042222,6.314999131566992,74584.54279155549
17.0,-23.234523221498065,9.370373734641408,-11.862299439322232,15.423764248434747,-1.6776995950990863,-25.038157416674892,7.97813001370254,73419.24238215448
18.0,-23.234523221498065,9.991727424769174,-13.613213480380072,12.016989121156662,-0.7126900843787312,-27.95491651788336,1.1628962459893373,72492.12703246929
19.0,-23.234523221498065,11.225713513205601,-11.862299439322232,13.174947200105382,-0.0626883163705051,-24.93471305882618,8.878091241965935,71382.19333007254
20.0,-23.234523221498065,10.660639595314917,-11.862299439322232,12.381770556139399,0.18216169005489521,-24.186808968268046,7.098793316955327,71667.52829377836
21.0,-23.234523221498065,9.862305113436479,-11.862299439322232,14.223699809955672,-0.5256708185339244,-24.186808968268046,7.340659481889741,70448.60118070504
22.0,-23.234523221498065,10.722955779754994,-11.862299439322232,12.250574209586244,0.21735688854393043,-24.186808968268046,3.1145942536182964,71943.92787849708
23.0,-23.234523221498065,10.649159410924675,-5.804722081125944,11.935524725971725,0.30774659571000024,-12.07410456047701,1.0664029505466779,70483.21997191248
24.0,-23.234523221498065,10.346690802278925,-7.973912492055648,16.665562308949387,1.3677380569649509,-15.188491932411036,11.728200320406998,69637.76333038548
25.0,-23.234523221498065,10.823977808306205,-16.469315224929506,11.964249389762493,1.3030404741373527,-27.823313218815716,2.5001706782076702,70365.9138371183
26.0,-23.234523221498065,10.502623549433638,-11.862299439322232,20.35306158873656,-0.12756508546847456,-24.137926246460285,18.943472854393267,69780.60258765497
27.0,-23.234523221498065,10.800299541906446,-6.730809789873122,11.935524725971725,0.3977153132739523,-17.220057449142583,4.461648494289733,69379.07312255644
28.0,-23.234523221498065,10.507814898632908,-14.163832263116038,11.94154002128576,3.331964831411489,-24.238430648996864,4.891943570576608,70560.88940843905
29.0,-23.234523221498065,9.82037599298993,-11.892456968651416,12.002466965534822,2.3723766828154766,-21.14843023548945,4.257686079611759,69302.14201776791
