step, bsf, mean_fitness, std_fitness, min_fitness, max_fitness, sq_disance_diversity
0, 86.09092827018351, -1.7600091532284257, 10.88896605585685, -6.352629396319567, 86.09092827018351, 1.7406568886221878e+16
1, 86.09092827018351, 15.218317632513067, 21.53525218119573, -4.7535901911063645, 86.09092827018351, 1.7081903473328162e+16
2, 86.09092827018351, 55.74609498080352, 31.524348690824652, 13.009567413221264, 86.09092827018351, 1.0767663835601188e+16
3, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 14848539.587028934
4, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 20068713.313949373
5, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 25610838.445253532
6, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 30540867.899044044
7, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 35479157.637902655
8, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 40371671.97959312
9, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 45879840.460311554
10, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 50709463.33139761
11, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 55182736.9669362
12, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 60708355.85955338
13, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 65362724.37214855
14, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 69879327.87923194
15, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 72874621.79944777
16, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 78060152.9022422
17, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 81775056.04804157
18, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 85518721.3715032
19, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 90981623.74153607
20, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 97248816.46156274
21, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 100221545.49320194
22, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 108323632.4559282
23, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 113116802.71289308
24, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 116248164.22849998
25, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 119146213.84231035
26, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 125154959.43605071
27, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 130907018.7647613
28, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 131660592.16190954
29, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 136785553.4742046
30, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 140925754.30735642
31, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 144254520.88359034
32, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 145901859.88492155
33, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 147264564.11356464
34, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 152170557.58214566
35, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 149001020.16646528
36, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 150313555.62068847
37, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 158855951.0299698
38, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 168841446.16161314
39, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 175570477.62063065
40, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 179990818.24418488
41, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 180828538.13542643
42, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 186059975.6592797
43, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 186761104.47620222
44, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 192256503.49757406
45, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 192209890.18104333
46, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 201912465.46879953
47, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 209753963.669111
48, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 211278026.38641256
49, 86.09092827018351, 86.09092827018353, 1.4210854715202004e-14, 86.09092827018351, 86.09092827018351, 207943915.3307792
